message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.881236])";"30";"turtlesim1.sim";"1694795458.719336034";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.849256])";"30";"turtlesim1.sim";"1694795458.703946757";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.817275])";"30";"turtlesim1.sim";"1694795458.687670182";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.785294])";"30";"turtlesim1.sim";"1694795458.671323824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.753314])";"30";"turtlesim1.sim";"1694795458.655910053";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.721333])";"30";"turtlesim1.sim";"1694795458.015663001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.689353])";"30";"turtlesim1.sim";"1694795457.999277060";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.657372])";"30";"turtlesim1.sim";"1694795457.983772716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.625391])";"30";"turtlesim1.sim";"1694795457.967404840";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.593411])";"30";"turtlesim1.sim";"1694795457.952018062";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.561430])";"30";"turtlesim1.sim";"1694795457.935686141";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.529449])";"30";"turtlesim1.sim";"1694795457.919340548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.497469])";"30";"turtlesim1.sim";"1694795457.903883297";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.465488])";"30";"turtlesim1.sim";"1694795457.887706299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.433507])";"30";"turtlesim1.sim";"1694795457.871344994";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.401527])";"30";"turtlesim1.sim";"1694795457.855904856";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.369546])";"30";"turtlesim1.sim";"1694795457.839637715";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.337566])";"30";"turtlesim1.sim";"1694795457.823343508";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.305585])";"30";"turtlesim1.sim";"1694795457.807946438";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.273604])";"30";"turtlesim1.sim";"1694795457.791517651";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.241624])";"30";"turtlesim1.sim";"1694795457.775305492";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.209643])";"30";"turtlesim1.sim";"1694795457.759974626";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.177662])";"30";"turtlesim1.sim";"1694795457.743718424";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.145682])";"30";"turtlesim1.sim";"1694795457.727341266";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.113701])";"30";"turtlesim1.sim";"1694795457.711954250";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.081721])";"30";"turtlesim1.sim";"1694795457.695677740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.049740])";"30";"turtlesim1.sim";"1694795457.679470909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=5.017759])";"30";"turtlesim1.sim";"1694795457.663277100";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.985779])";"30";"turtlesim1.sim";"1694795457.647806206";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.953798])";"30";"turtlesim1.sim";"1694795457.631452763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.921817])";"30";"turtlesim1.sim";"1694795457.616006558";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.889837])";"30";"turtlesim1.sim";"1694795457.599674425";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.857856])";"30";"turtlesim1.sim";"1694795457.583267820";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.825876])";"30";"turtlesim1.sim";"1694795457.567763936";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.793895])";"30";"turtlesim1.sim";"1694795457.551437053";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.761914])";"30";"turtlesim1.sim";"1694795457.536033031";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.729934])";"30";"turtlesim1.sim";"1694795457.519634188";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.697953])";"30";"turtlesim1.sim";"1694795457.503325142";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.665972])";"30";"turtlesim1.sim";"1694795457.488028449";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.633992])";"30";"turtlesim1.sim";"1694795457.471694379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.602011])";"30";"turtlesim1.sim";"1694795457.455309896";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.570030])";"30";"turtlesim1.sim";"1694795457.439998862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.538050])";"30";"turtlesim1.sim";"1694795457.423590751";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.506069])";"30";"turtlesim1.sim";"1694795457.407247614";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.474089])";"30";"turtlesim1.sim";"1694795457.391870154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.442108])";"30";"turtlesim1.sim";"1694795457.375571213";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.410127])";"30";"turtlesim1.sim";"1694795457.359274617";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.378147])";"30";"turtlesim1.sim";"1694795457.343831023";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.346166])";"30";"turtlesim1.sim";"1694795457.327337549";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.314185])";"30";"turtlesim1.sim";"1694795457.311857508";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.282205])";"30";"turtlesim1.sim";"1694795457.295343919";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.250224])";"30";"turtlesim1.sim";"1694795457.279948291";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.218244])";"30";"turtlesim1.sim";"1694795457.263366811";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.186263])";"30";"turtlesim1.sim";"1694795457.247927586";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.154282])";"30";"turtlesim1.sim";"1694795457.231562575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.122302])";"30";"turtlesim1.sim";"1694795457.216052341";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.090321])";"30";"turtlesim1.sim";"1694795457.199617694";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.058340])";"30";"turtlesim1.sim";"1694795457.183397520";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=4.026360])";"30";"turtlesim1.sim";"1694795457.168081936";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.994379])";"30";"turtlesim1.sim";"1694795457.151756935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.962399])";"30";"turtlesim1.sim";"1694795457.135533578";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.930418])";"30";"turtlesim1.sim";"1694795457.119333823";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.898437])";"30";"turtlesim1.sim";"1694795457.103832742";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.866457])";"30";"turtlesim1.sim";"1694795457.087519177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.834476])";"30";"turtlesim1.sim";"1694795457.071377515";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.802495])";"30";"turtlesim1.sim";"1694795457.056024606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.770515])";"30";"turtlesim1.sim";"1694795457.039694939";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.090002, y=3.738534])";"30";"turtlesim1.sim";"1694795457.023435159";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.706553])";"30";"turtlesim1.sim";"1694795455.999345284";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.714829])";"30";"turtlesim1.sim";"1694795455.983173951";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.723105])";"30";"turtlesim1.sim";"1694795455.967837615";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.731381])";"30";"turtlesim1.sim";"1694795455.951689731";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.739657])";"30";"turtlesim1.sim";"1694795455.935395836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.747933])";"30";"turtlesim1.sim";"1694795455.920090658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.756208])";"30";"turtlesim1.sim";"1694795455.903820624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.764484])";"30";"turtlesim1.sim";"1694795455.887516294";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.772760])";"30";"turtlesim1.sim";"1694795455.872173667";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.781036])";"30";"turtlesim1.sim";"1694795455.855666533";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.789312])";"30";"turtlesim1.sim";"1694795455.839411689";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.797588])";"30";"turtlesim1.sim";"1694795455.823971031";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.805863])";"30";"turtlesim1.sim";"1694795455.807747459";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.814139])";"30";"turtlesim1.sim";"1694795455.791446444";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.822415])";"30";"turtlesim1.sim";"1694795455.776145106";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.830691])";"30";"turtlesim1.sim";"1694795455.759715744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.838967])";"30";"turtlesim1.sim";"1694795455.743455536";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.847242])";"30";"turtlesim1.sim";"1694795455.727183643";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.855518])";"30";"turtlesim1.sim";"1694795455.711884380";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.863794])";"30";"turtlesim1.sim";"1694795455.695418013";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.872070])";"30";"turtlesim1.sim";"1694795455.680158544";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.880346])";"30";"turtlesim1.sim";"1694795455.663693913";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.888622])";"30";"turtlesim1.sim";"1694795455.647413398";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.896897])";"30";"turtlesim1.sim";"1694795455.632061752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.905173])";"30";"turtlesim1.sim";"1694795455.615927770";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.913449])";"30";"turtlesim1.sim";"1694795455.599557645";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.921725])";"30";"turtlesim1.sim";"1694795455.583231739";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.930001])";"30";"turtlesim1.sim";"1694795455.567722806";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.938276])";"30";"turtlesim1.sim";"1694795455.551306711";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.946552])";"30";"turtlesim1.sim";"1694795455.535944859";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.954828])";"30";"turtlesim1.sim";"1694795455.519618272";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.963104])";"30";"turtlesim1.sim";"1694795455.503302775";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.971380])";"30";"turtlesim1.sim";"1694795455.487913510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.979656])";"30";"turtlesim1.sim";"1694795455.471589905";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.987931])";"30";"turtlesim1.sim";"1694795455.455356929";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=3.996207])";"30";"turtlesim1.sim";"1694795455.440010356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.004483])";"30";"turtlesim1.sim";"1694795455.423740692";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.012759])";"30";"turtlesim1.sim";"1694795455.407457538";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.021035])";"30";"turtlesim1.sim";"1694795455.391951817";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.029310])";"30";"turtlesim1.sim";"1694795455.375449504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.037586])";"30";"turtlesim1.sim";"1694795455.359938990";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.045862])";"30";"turtlesim1.sim";"1694795455.343480891";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.054138])";"30";"turtlesim1.sim";"1694795455.328045007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.062414])";"30";"turtlesim1.sim";"1694795455.311514478";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.070690])";"30";"turtlesim1.sim";"1694795455.296089418";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.078965])";"30";"turtlesim1.sim";"1694795455.279824635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.087241])";"30";"turtlesim1.sim";"1694795455.263516387";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.095517])";"30";"turtlesim1.sim";"1694795455.248123196";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.103793])";"30";"turtlesim1.sim";"1694795455.231768036";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.112069])";"30";"turtlesim1.sim";"1694795455.215332946";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.120344])";"30";"turtlesim1.sim";"1694795455.199172608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.128620])";"30";"turtlesim1.sim";"1694795455.183991282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.136896])";"30";"turtlesim1.sim";"1694795455.167335939";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.145172])";"30";"turtlesim1.sim";"1694795455.151798789";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.153448])";"30";"turtlesim1.sim";"1694795455.135345315";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.161724])";"30";"turtlesim1.sim";"1694795455.119865945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.169999])";"30";"turtlesim1.sim";"1694795455.103423093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.178275])";"30";"turtlesim1.sim";"1694795455.087742105";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.186551])";"30";"turtlesim1.sim";"1694795455.071247208";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.194827])";"30";"turtlesim1.sim";"1694795455.055659186";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.203103])";"30";"turtlesim1.sim";"1694795455.040124179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.211378])";"30";"turtlesim1.sim";"1694795455.023575680";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.219654])";"30";"turtlesim1.sim";"1694795455.008112618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.227930])";"30";"turtlesim1.sim";"1694795454.495834598";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.236206])";"30";"turtlesim1.sim";"1694795454.479412180";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.244482])";"30";"turtlesim1.sim";"1694795454.464172520";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.252758])";"30";"turtlesim1.sim";"1694795454.447861364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.261033])";"30";"turtlesim1.sim";"1694795454.431602579";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.269309])";"30";"turtlesim1.sim";"1694795454.415414930";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.277585])";"30";"turtlesim1.sim";"1694795454.400049154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.285861])";"30";"turtlesim1.sim";"1694795454.383659113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.294137])";"30";"turtlesim1.sim";"1694795454.367290809";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.302412])";"30";"turtlesim1.sim";"1694795454.351909538";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.310688])";"30";"turtlesim1.sim";"1694795454.335472474";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.318964])";"30";"turtlesim1.sim";"1694795454.320120736";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.327240])";"30";"turtlesim1.sim";"1694795454.303770446";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.335516])";"30";"turtlesim1.sim";"1694795454.287500263";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.343792])";"30";"turtlesim1.sim";"1694795454.271195928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.352067])";"30";"turtlesim1.sim";"1694795454.256006911";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.360343])";"30";"turtlesim1.sim";"1694795454.239110037";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.368619])";"30";"turtlesim1.sim";"1694795454.223218255";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.376895])";"30";"turtlesim1.sim";"1694795454.207319483";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.385171])";"30";"turtlesim1.sim";"1694795454.191466964";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.393446])";"30";"turtlesim1.sim";"1694795454.175489226";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.401722])";"30";"turtlesim1.sim";"1694795454.159622928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.409998])";"30";"turtlesim1.sim";"1694795454.143945686";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.418274])";"30";"turtlesim1.sim";"1694795454.127868695";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.426550])";"30";"turtlesim1.sim";"1694795454.111402763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.434826])";"30";"turtlesim1.sim";"1694795454.095942781";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.443101])";"30";"turtlesim1.sim";"1694795454.079493836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.451377])";"30";"turtlesim1.sim";"1694795454.064059506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.459653])";"30";"turtlesim1.sim";"1694795454.047681386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.467929])";"30";"turtlesim1.sim";"1694795454.031408313";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.476205])";"30";"turtlesim1.sim";"1694795454.016107554";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.484480])";"30";"turtlesim1.sim";"1694795453.999792432";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.492756])";"30";"turtlesim1.sim";"1694795453.983464815";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.501032])";"30";"turtlesim1.sim";"1694795453.967238076";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.509308])";"30";"turtlesim1.sim";"1694795453.951905683";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.517584])";"30";"turtlesim1.sim";"1694795453.935561579";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.525860])";"30";"turtlesim1.sim";"1694795453.919429094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.534135])";"30";"turtlesim1.sim";"1694795453.903242376";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.542411])";"30";"turtlesim1.sim";"1694795453.887999656";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.550687])";"30";"turtlesim1.sim";"1694795453.871751599";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.558963])";"30";"turtlesim1.sim";"1694795453.855455365";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.567239])";"30";"turtlesim1.sim";"1694795453.840067746";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.575515])";"30";"turtlesim1.sim";"1694795453.823690111";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.583790])";"30";"turtlesim1.sim";"1694795453.807351350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.592066])";"30";"turtlesim1.sim";"1694795453.791847658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.600342])";"30";"turtlesim1.sim";"1694795453.775447240";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.608618])";"30";"turtlesim1.sim";"1694795453.759899262";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.616894])";"30";"turtlesim1.sim";"1694795453.743354824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.625169])";"30";"turtlesim1.sim";"1694795453.727858399";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.633445])";"30";"turtlesim1.sim";"1694795453.711386844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.641721])";"30";"turtlesim1.sim";"1694795453.695794785";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.649997])";"30";"turtlesim1.sim";"1694795453.679314664";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.119800, y=4.658273])";"30";"turtlesim1.sim";"1694795453.663883857";"./src/turtle.cpp:update:260"
